Thu Jan 31 14:00:08 CST 2019 Starting regionserver on hadoop02
core file size          (blocks, -c) 0
2019-01-31 14:00:20,985 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,985 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,991 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.HRegion: Opened cd4da74775d8c4abecf7f61900282426; next sequenceid=17
2019-01-31 14:00:21,001 INFO  [PostOpenDeployTasks:cd4da74775d8c4abecf7f61900282426] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x14\x00\x00\x00,1548137049643.cd4da74775d8c4abecf7f61900282426.
2019-01-31 14:00:21,024 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x51238857] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:21,036 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,039 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x51238857-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop01/172.16.18.13:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:21,040 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x51238857-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop01/172.16.18.13:2181, initiating session
2019-01-31 14:00:21,043 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x51238857-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop01/172.16.18.13:2181, sessionid = 0x10012bb627f009b, negotiated timeout = 40000
2019-01-31 14:00:21,044 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,044 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,044 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,044 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,058 INFO  [StoreOpener-da03857e67f74c20ea5405c2d45d631f-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:21,058 INFO  [StoreOpener-da03857e67f74c20ea5405c2d45d631f-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:21,060 INFO  [StoreOpener-da03857e67f74c20ea5405c2d45d631f-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:21,066 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened da03857e67f74c20ea5405c2d45d631f; next sequenceid=17
2019-01-31 14:00:21,073 INFO  [PostOpenDeployTasks:da03857e67f74c20ea5405c2d45d631f] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x1D\x00\x00\x00,1548137049643.da03857e67f74c20ea5405c2d45d631f.
2019-01-31 14:00:21,101 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x03303122] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:21,103 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x03303122-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop02/172.16.18.14:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:21,104 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x03303122-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop02/172.16.18.14:2181, initiating session
2019-01-31 14:00:21,107 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x03303122-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop02/172.16.18.14:2181, sessionid = 0x20012bb61d60099, negotiated timeout = 40000
2019-01-31 14:00:21,109 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,109 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,109 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,109 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,130 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,149 INFO  [StoreOpener-cfe09bf39be939b0521a283fefb8bb3b-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:21,150 INFO  [StoreOpener-cfe09bf39be939b0521a283fefb8bb3b-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:21,155 INFO  [StoreOpener-cfe09bf39be939b0521a283fefb8bb3b-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:21,161 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.HRegion: Opened cfe09bf39be939b0521a283fefb8bb3b; next sequenceid=17
2019-01-31 14:00:21,164 INFO  [PostOpenDeployTasks:cfe09bf39be939b0521a283fefb8bb3b] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x1A\x00\x00\x00,1548137049643.cfe09bf39be939b0521a283fefb8bb3b.
2019-01-31 14:00:21,174 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,188 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x5570eb63] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:21,195 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x5570eb63-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop02/172.16.18.14:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:21,197 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x5570eb63-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop02/172.16.18.14:2181, initiating session
2019-01-31 14:00:21,199 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x5570eb63-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop02/172.16.18.14:2181, sessionid = 0x20012bb61d6009a, negotiated timeout = 40000
2019-01-31 14:00:21,201 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,201 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,201 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,201 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,220 INFO  [StoreOpener-3d883d8148b2697fbeb93d14adbd1c06-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:21,220 INFO  [StoreOpener-3d883d8148b2697fbeb93d14adbd1c06-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:21,221 INFO  [StoreOpener-3d883d8148b2697fbeb93d14adbd1c06-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:21,232 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened 3d883d8148b2697fbeb93d14adbd1c06; next sequenceid=17
2019-01-31 14:00:21,240 INFO  [PostOpenDeployTasks:3d883d8148b2697fbeb93d14adbd1c06] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x1F\x00\x00\x00,1548137049643.3d883d8148b2697fbeb93d14adbd1c06.
2019-01-31 14:00:21,262 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,265 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x65453ace] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:21,270 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x65453ace-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop01/172.16.18.13:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:21,270 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x65453ace-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop01/172.16.18.13:2181, initiating session
2019-01-31 14:00:21,273 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x65453ace-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop01/172.16.18.13:2181, sessionid = 0x10012bb627f009d, negotiated timeout = 40000
2019-01-31 14:00:21,274 INFO  [StoreOpener-dc3e46cbcb349c65899f7a02a21e0b8c-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:21,275 INFO  [StoreOpener-dc3e46cbcb349c65899f7a02a21e0b8c-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:21,275 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,275 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,275 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,275 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,279 INFO  [StoreOpener-dc3e46cbcb349c65899f7a02a21e0b8c-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:21,295 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.HRegion: Opened dc3e46cbcb349c65899f7a02a21e0b8c; next sequenceid=17
2019-01-31 14:00:21,300 INFO  [PostOpenDeployTasks:dc3e46cbcb349c65899f7a02a21e0b8c] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x15\x00\x00\x00,1548137049643.dc3e46cbcb349c65899f7a02a21e0b8c.
2019-01-31 14:00:21,323 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x4de54a84] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:21,325 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x4de54a84-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop01/172.16.18.13:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:21,326 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x4de54a84-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop01/172.16.18.13:2181, initiating session
2019-01-31 14:00:21,329 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x4de54a84-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop01/172.16.18.13:2181, sessionid = 0x10012bb627f009e, negotiated timeout = 40000
2019-01-31 14:00:21,331 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,331 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,331 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,331 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,332 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,344 INFO  [StoreOpener-2cfbff739c34c6d7d5c9010ce271b3f6-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:21,345 INFO  [StoreOpener-2cfbff739c34c6d7d5c9010ce271b3f6-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:21,348 INFO  [StoreOpener-2cfbff739c34c6d7d5c9010ce271b3f6-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:21,360 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened 2cfbff739c34c6d7d5c9010ce271b3f6; next sequenceid=17
2019-01-31 14:00:21,369 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,378 INFO  [PostOpenDeployTasks:2cfbff739c34c6d7d5c9010ce271b3f6] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x16\x00\x00\x00,1548137049643.2cfbff739c34c6d7d5c9010ce271b3f6.
2019-01-31 14:00:21,385 INFO  [StoreOpener-8b7abb14b4a934ba46c1bdffd20a3c75-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:21,385 INFO  [StoreOpener-8b7abb14b4a934ba46c1bdffd20a3c75-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:21,392 INFO  [StoreOpener-8b7abb14b4a934ba46c1bdffd20a3c75-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:21,409 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.HRegion: Opened 8b7abb14b4a934ba46c1bdffd20a3c75; next sequenceid=17
2019-01-31 14:00:21,410 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x679ee8d6] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:21,412 INFO  [PostOpenDeployTasks:8b7abb14b4a934ba46c1bdffd20a3c75] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x0D\x00\x00\x00,1548137049643.8b7abb14b4a934ba46c1bdffd20a3c75.
2019-01-31 14:00:21,413 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x679ee8d6-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop02/172.16.18.14:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:21,414 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x679ee8d6-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop02/172.16.18.14:2181, initiating session
2019-01-31 14:00:21,417 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x679ee8d6-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop02/172.16.18.14:2181, sessionid = 0x20012bb61d6009b, negotiated timeout = 40000
2019-01-31 14:00:21,419 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,419 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,419 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,419 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:21,463 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x5c7c130b] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
